"tweet","sentiment"
"Fairbanks, Alaska - Seward, Alaska Forecast. | Michael Rogers Weather: {link} via @mention Should hit 60 to mid 60's by Sat.",2
"RT @mention: @mention i like sunny days",3
"The Demo Derby tomorrow night in Lewiston, ID has been postponed due to severe weather. New date is June 25.",2
"Looking at the law and order svu marathon.... I think its going to storm again",2
"The fuck is the warm weather? #bostonweather",1
"#WEATHER:  4:54 pm : 69.0F. Feels F. 29.67% Humidity. 15.0MPH Southwest Wind.",2
"Finally a warm, sunny day in New England. It doesn't get any better than this!",3
"Every mile i go brings hotter weather. Goodbye rainy kentucky, hello 90 and sunny georgia!",3
"RT @mention: Something I will not miss this summer: Boston's bipolar weather.",1
"Home from my best friend's graduation in Weatherford. It was far too hot and far too long. Over 900 graduates in black robes outside. #dumb",1
"Its Hot Den a Bitch Outside",1
"Severe t-storm watch for Yancey, Mitchell, McDowell counties until 11 p.m. Details at {link}. #fb",2
"Waxhaw Spring Festival is happening this weekend May 14th and 15th. Come out and enjoy the nice weather. Our... {link}",3
"End of the Barat. Perf weather. Thank u mother nature!! {link}",3
"Okay soooo apparently its 104 degrees outside",2
"Bright sunshine and good times at boot camp tonight. Ladies - let me know how those bum blasters feel tomorrow.",3
"What's with all the shitty weather this summer?",1
"Rt@mention Gonna enjoy the weather by heading to the mall. Loving the weather out today!",3
"RT @mention FUCK this bipolar ass weather!!!!!!",1
"RT @mention: Weather outside today is literallt #perfection.  #searing",3
"This environment is getting ridiculous primed....I might cry if a storm doesn't go here today. Could be streamed....but let's think positive",3
"@mention so jealous. it's freezing today in destin.",1
"Scrolling down checking out the weather for the weekend. Sat: sunny, Sun: sunny, Mon: sunny! Are we going to hit the weather jackpot?",3
"Spring Drive?: Northwest weather has been quite frenetic which is delaying full up Spring weather. Today is a sunny day {link}",2
"I need to check the weather for tomorrow!",2
"It's 39 degrees out! I don't think I'm leaving out this hotel",1
"San Antonio, Texas Weather :: 92F A FEW CLOUDS from San Antonio, Texas Weather {link}",2
"Some sunshine this morning, heavy cloud later 14c - listen for the latest on this mornings roads...",2
"@mention So she hidin from both of us???...SHE BOGUS!!!...its gettin hot outside & pple dont kno how 2 ACT...smh @ crystal",2
"helenair.com/news: Soggy springtime weather: Too much water | Rain expected to end today; outflow from Can... {link}",1
"Hello Sunshine... How I've missed you!!",3
"#incollege I crushed a 5th of Belvy nonstop in 90 degree weather in front of Foster, threw up on Big Ant car and fell in the Ville bridge!",2
"Sunny day... Tanning is in order",3
"Great Morning Weather! :)",3
"It is honest-to-God hot outside. The train station thermometer says 90, and not even because a hobo is sitting on it.",1
"Snow in the mountains!  Woo Hoo",3
"Argh... I'm not used to this humidity! I feel so sticky... D:",1
"@mention Fabulous! So not only happy, but sunny! You could only beat that by having a drink in your hand.",3
"Enjoying the weather w/ my little brothers at one of their baseball games! I promised all 3 of them I would buy icecream after! #bestsister",3
"Love the rainy weather here in california",3
"I love the bright sunshine, blue skies, green meadows and future quarter pounders roaming gently in the pastures.",3
"50 degrees is NOT cutting it for this future Miami girl...",1
"Weather being weirdly bipolar again, 90 degrees one day, windy & raining the next.  It's too late in the year for this.",1
"It may be cold but I love the weather today",3
"@mention MAKEN IT..... THIS HOT AZZ GA WEATHER KILLIN MI ASS",1
"@mention good 4 you. Dallas hot humid and windy as hell. Great combo for flying a helicopter. Not really",1
"I'm freezing!",1
"RT @mention: I certainly don't want to alarm anyone, but it is sunny now in Killingworth! Hope it lasts! || I dare not raise my hopes.",3
"Its so effin hot outside....",1
"The weather is no good this evening, but it's looking great for this weekend. Be sure to stop in to gear up... {link}",1
"Should have brought my baseball jacket. I'm freezing here.",1
"@mention | I'm not interested in the movie, but wondering if the weather will stop it.  Still would go.",2
"#GORGEOUS SUNNY DAY!  + Thai food + drive along PCH + productiveness + party with the ladies = perfect",3
"In honour of the #Reds sweep of the WLBs, and this crappy weather...it is Skyline time!",1
"Tees down from severe storm in Ashland KY. Golf ball sized hail reported w/ storm near me.",2
"Hot cold hot cold. Make up your mind mr. Weather!",1
"Weather looks good out..time to bring the shorts out",3
"SPC issues Slight Risk of severe weather Wednesday for most of Kansas. Large hail, winds, tornadoes possible. #KSwx #KSstorms",2
"Beautiful day up at the farm.  Perfect for getting some work done.  #Sunshine #CoffeeShopEdits",3
"RT @mention: FLASH FLOOD WARNING Patrick co. SW VA TRAINED WEATHER SPOTTERS REPORTED 2 INCHES OF RAIN HAD FALLEN IN 1.5 HOURS http:/ ...",2
"100 degrees in arizona",2
"Thunderstorm on the way; love a good light show.",3
"A couple widely scattered thunderstorms are possible this afternoon/evening along and near the US-83 corridor. The... {link}",2
"Can't wait to gethome today. Beautiful weather, perfect for a training walk for my 10k next week. :)",3
"We are heading out for some sessions later this week, we are preparing for rain but hoping for sunshine. What do you like to do in the rain?",2
"waking up to a thunderstorm was kinda nice?  but... I wished I would have just stayed there...",2
"RT @mention: Storm last night + trash night in my neighborhood = Obstacle course driving",2
"Weather is confused as shit",1
"It took several years ..but I'm starting to think it's just too windy in Kansas. Starting to wear on me a bit.",1
"This weather gives me a headache.",1
"RT @mention: Its about to storm & I'm alone.  That sucks",1
"Anthem, AZ @mention:30 AM, Temp:88.5&#xB0;F, Wind:0.0 mph ENE, Baro:29.64 inches, Hum: 12, Rain:0.00 in., Hi:88.5&#xB0;F, Lo:58.6&#xB0;F@mention:37 AM",2
"I am in love with this weather!!! Needs to be this way all year round :)",3
"RT @mention: What a night!!! so tired from all that running we had to do, plus it didn't help much with the rainy weather last night,  ...",1
"Yepp! The weather messed all plans!",1
"@mention don't know about the nippy part but I am also getting tired of all the bike washing this weather is creating.",1
"It's warm as f____ outside. #feelsgood",3
"For being the end of the world, the weather here in Phoenix is absolutely gorgeous! Time to watch some Netflix from the pool!",3
"Detroit, you're sunny. Keep it coming, Day. I need the shine.",3
"Efffff' vegas weather",1
"NWSBHM: BMX  cancels Severe Thunderstorm Watch for  Fayette, Lamar, Marion, Pickens [AL] {link}",2
"Could it be????!!! Sunny & 85 on Saturday??? Please tell me it's true!! {link}",3
"Friday and Saturday look promising weather-wise! Come ON, patio weather!",3
"@mention Chillin, enjoying these beautiful nights. My kinda weather",3
"its hot as hell out here lordd",1
"The devil is outside today! Going to be a long hot summer.  I guess May is summer now.",1
"Finished for the week! Don't have any plans for tonight then Pars game on Sat & cup final on Sun! Praying for good weather #lovetheweekend",3
"Standin in the freezin cold while it's rainin listenin to rock music=kinda sucky and kinda awesome",1
"@mention hell yea! I'm freezing at da bus stop an I'm 20..... da fuck?",1
"@mention Lord am I glad to not be flying in this awful weather we've had this spring. Only blessing to choosing this time for surgery.",1
"Closely watching the severe weather trends this afternoon. Missouri River corridor in SE to S. Central SD. Still lacking good trigger. #sdwx",2
"I'm about to pack everything and leave the country on some real shit RT @mention: I love home but Mass weather sucks...",1
"Enjoying warm Cali weather...whew...what a drive from Oregon! :-) Gengal is covering ""Reinvention Convention"" for More Magazine on Monday!",3
"@mention sweet. thanks. i want to take advantage of this sunshine and heat today",3
"RT @mention: I'm not ready for 95 degrees yet. Or ever.",1
"NWS issues Severe Thunderstorm Warning [wind: 60 MPH, hail: 0.88 IN]  for  Butler, Ripley [MO] till 2:45 PM CDT #MOWX",2
"The heat makes me angry for no reason...its hot out this bitch thats a good enough reason",1
"Turns out flights are being delayed and canceled due to weather. Sitting on the plane now just waiting. Looks like I'll be late to blogfest!",1
"@mention too nice of weather...needed to set out my soggy Scotland feet.",3
"Stuck at RSW because MI weather sucks.  #ftl",1
"Damn, I am sitting freezing in my underwear writing a blog post. Sure, I woke up late, but this is silly.",1
"@mention yuck :( it's not raining here yet but I saw on the weather channel that it's supposed to storm pretty bad!",1
"#WEATHER: 4:53 pm M: 68.0F. Feels F. 30.08% Humidity. 10.4MPH Southeast Wind.",2
"This weather is killing my bike riding routine! I feel the fat growing back and my metabolism dropping!",1
"NWS warns of hazardous weather  {link} RT @mention:",2
"7:30 Mass on a rainy Sunday morning (@ Mary Mother Of The Redeemer) {link}",2
"RT @mention: Severe weather begins across the state, flooding in Brownville, growing dark here #LNK {link}",2
"RT @mention: a rainy day... off to do things.. always remember.. the sun is just above the clouds..",2
"Special Weather Statement issued May 06 at 7:04PM EDT expiring May 06 at 8:00PM EDT by NWS Pittsburgh... {link}",2
"Stuck in colder weather",1
"RT @mention: It's hot as balls outside//u ain't sad nuthn but the truth",1
"All I want in life is one sunny day. It is soooooooo gross here. #depressing #missingttown",1
"Saturday 8:00 PM Elko Weather. Temp. 59, High 78, Low 45, Hum. 28%  Wind 14.3 mph WNW, Gust 33 SW  Baro. 29.808 .in, Trend Steady #fb",2
"@mention aww that sounds sweet have fun in this gorgeous weather!",3
"Wednesday - Partly sunny. Slight chance of rain showers in the morning...then a slight chance of thunderstorms in...  {link}",2
"RT @mention: Normally I'm not the type to be worried by a storm. But I am worried for the safety of my friends. Be safe tonight frie ...",1
"You gotta be kidding me....98 degrees on Tuesday, 50 degrees today. There's no weather issues here..:(",1
"The weather this weekend is looking up!  Friday and Saturday high 70's partly cloudy!  Come on out! {link}",3
"beautiful day today...finally the weather in Minnesota is turning around",3
"Loving the warm weather and longer days!",3
"71.1F (Feels: 71.1F) - Humidity: 99% - Wind: 2.2mph S - Gust: 4.5mph - Pressure: 1010.3mb (-0.3)  #weather {link}",2
"This weather is the most ridiculous thing on the planet! I officially hate Portland!",1
"RT @mention: Enjoy the nice weather this evening & make the most of play - Physical activity tips for kids via @mention ht ...",3
"Warm and muggy with scattered storms - Stormy weekend but dryer weather ahead next week. {link}",2
"Absolutely 'effin beautiful tonight...got up to 68 degrees, no wind...the tundra roads are softening - outside 6 feet are mushy...",3
"Thunder storm fukkk that was loud :( Helpp!!!!!",1
"@mention I agree! super good sleeping weather too",3
"Sunny spells with scattered showers grad developing, most frequent in the west, could be hvy. Some places staying dry, esp in east. 19/20c",2
"@mention Laying low rite now...I went outside for a hot second and damn near melted so I went bk home",1
"I LOVE THIS MIAMI WEATHER!!!! I went thru alot to get HERE #FEELINGBLESSED",3
"@mention heh, about that. lovely weather we're having. :] lolol",3
"@mention @mention raining a bit at Black Star Co-op looks like its down to a near drizzle now. #rain",2
"Sun. aft. weather for cent. #Indiana..sct'd rain cool. {link} Hope for breaks at @mention and @mention airshow! #Stormtrackers #indy",2
"It's freezing in Indiana, this is why #ilovethesouth",1
"Thornton, CO Forecast for Friday: Partly Sunny 74F/42F, Saturday: Mostly Sunny 78F/47F #weather #fb {link}",2
"NOAA Storm Prediction Center: Classic Plains tornado outbreak appears to be evolving Tuesday...especially for KS and OK",2
"Looks to be another gorgeous day today, with sunshine and temps in the lower 60s",3
"RT @mention: Took kids to The Farne Islands today. Calm sea, great weather, wonderful birdlife. Topped off by watching the Seahouses'...",3
"Pretty chilly outside today, to say the least.",1
"HELL JOKES I GET IT LOLLLL!! RT @mention Damn Did Osama Take Us With Him or somethin??? ITs hella HOT Out here Right now!",1
"Severe Thunderstorm Warning issued May 11 at 4:42PM CDT expiring May 11 at 5:30PM CDT by NWS Austin-San Antonio... {link}",2
"63.5F (Feels: 63.5F) - Humidity: 60% - Wind: 5.4mph NE - Gust: 7.6mph - Pressure: 1010.1mb (+0.4)  #weather {link}",2
"""this muggy weather is no friend of a negro"" - @mention",1
"Clear skies predicted for the rest of the day! Hallelujah! #weather #saltlakecity",3
"RT @mention: Dangerous storm passing through Dallas/Ft. Worth Metroplex.  Large hail and tornado threat!  Warning info, radar: http: ...",2
"RT @mention: SVR T-storm warning for the city of Manassas, Manassas Park, as well as the counties of Fairfax, Fauquier, Loudoun and ...",2
"Sitting at the park and drive station by the train, waiting for my parents. The weather feels nice. {link}",3
"For some reason when it's hot outside iWant to get drunk n enjoy the weather",3
"@mention Aww, thanks. :) Not so sure though - I'll wait til it's Summer & 100 degrees. Then it will feel good if I fall off the board. ;-)",3
"What a great weekend coming up! 80 degrees, golf, not much better! #dominatetheday",3
"dats wassup I bet u enjoying da good weather too RT ""@mention: @mention he fasho was lol""",3
"Hot hot HOT =D I love this weather",3
"@mention. I just some cardio and abs , but felt good , now renting a rug cleaner , busy day , weather is good today !",3
"Finally I'm home, its tooo hot outside.",1
"@mention Lol.. This weather isn't helping either",1
"#WEATHER:  3:53 pm : 79.0F. Feels F. 29.87% Humidity. 13.8MPH Northwest Wind.",2
"Going outside for lunch to enjoy the sunshine...hopefully I can remain productive this afternoon.",3
"It is too hot out! Dying from the heat!! *_*",1
"Good news! A cooling trend means the weather will be perfect for @mention this weekend- nice but not too hot!",3
"@mention Yeah opposite here.  Just really really windy...",2
"RT @mention: Several interesting weather days coming up for TX/OK/KS starting with Thursday: {link} #txwx #okwx #kswx",2
"Its so disgusting outside. Its like hot and muggy and foggy at the same time. Wtfff",1
"next month hopefully lol RT""@mention So deadass it's chilly out now ... Tired of this fxckery weather. Where's the real warmth ?""",1
"This weather makes u not want to do ANYTHING but be in bed all day....",1
"I wish it was snowing or raining this weather sux",1
"A long sunny run through Central Park better turn this day around!",3
"Its hot as hell outside #damn",1
"@mention I do too...weather looks nice!",3
"@mention it-is-freezing & raaininggg?!? That nigga God needa' stop all dat cryin'",1
"sunday's weather looks lovely :)",3
"71 and sunny today, will pray to the flea market goddess it is just like this for #brimfield &gt;&gt; @mention",3
"The weather is nice and I am still at work what is wrong with that picture???? lol",3
"Rainy days make me wanna thrash on somethin",1
"I'm confused... Are we skipping summer? #cold",1
"Lovin' the weather!",3
"#WEATHER:  12:53 am: 51.0F. Feels 49F. 30.08% Humidity. 5.8MPH Northeast Wind.",2
"#Boulder what are you doing this weekend? We're going to be in the mid to upper 50s with slight chances of rain or snow.",2
"#Los_Angeles Los Angeles regional weather forecast {link}",2
"Its hot as hell out here!",1
"Greensburg PA:Chilly overcast, 46.9&#xB0;F, 49&#x25;, 2.9 mph-NNE, 30.141 inches(Rising), Rain 0.039 in. [Alert Frost Advisory ]",2
"#WEATHER:  8:52 pm : 66.0F. Feels F. 30.06% Humidity. 0.0MPH North Wind.",2
"#WEATHER:  9:47 am : 63.0F. Feels F. 29.96% Humidity. 0.0MPH North Wind.",2
"Bout to enjoy this sunshine a bit",3
"Absolutely scared out of my mind because of this storm! Power keeps going on and off...and my dad is at work! #cantsleep",1
"True! RT @mention: Its cold AF outside!!",1
"C'mon California!..what is up with this #CRAPPY weather?!?!?? It's suppose to be #summertime",1
"ridin bike in a lightning storm produces panic and awe.  Missed the severe rainfall by 30 seconds literally #neverbikedsohardinmylife",1
"Why does the last day in L-Town have to be so rainy and shitty outside. #ohwell",1
"It rained for 2 seconds -_- #ihate this weather.",1
"Severe Thunderstorm Warning for Jefferson, Rock, and Walworth County in WI until 6:45pm.",2
"RT @mention: A cloud layer over KSC is expected to scatter before Endeavour's 8:56a ET launch and not be a concern. Weather conditions are  ...",2
"omg this weather is lusshhhhh",3
"The storm didn't last long..bummer..it's already settling down.",1
"At a CPS teaching these majorettes a J-set routine. It's to darn cold outside can we go to the gym dang.",1
"It looks hot as hell outside...but I'm not going out there to find out",1
"This weather change kind of screwed me. #sinusissuesgivemeatissue",1
"#WEATHER:  12:56 am: 51.0F. Feels 49F. 29.79% Humidity. 5.8MPH Northwest Wind.",2
"#stawx Conditions for Saint Augustine, FL at 4:57 am EDT: Current Conditions: Fair, 74 FForecast: Sat - Sunny. High: 88 Low: 70 Sun -...",2
"Listening to @mention remixes. Perfect for the sunshine weather! {link}",3
"Littleton, Colorado Weather :: 50F MOSTLY CLOUDY {link} #Weather",2
"thunderstorm... please go away. I would like to go to the #races at least one more time before seasons over!",1
"#WEATHER: 11:56 pm : 78.0F. Feels F. 29.79% Humidity. 16.1MPH South Wind.",2
"Why can't the weather be like this everyday?",3
"This heat and humidity inside of work is killer! And this long hair doesn't help. Gosh why did I have to play it Antonio Banderas cool?",1
"Riding on light rail into downtown #PDX is epic w/ TRON, Inception and Swan Lake as a backdrop. The sunny sun helps too.",3
"New severe t-storm warning for clark ouchita and dallas counties until 915pm.  Storm with large hail located SW of Camden moving NE #ARwx",2
"First Sunday in a while with nothing to do! Yay for sunshine, True Blood and starbursts!",3
"#WEATHER:  12:53 pm: 63.0F. Feels 62F. 30.04% Humidity. 11.5MPH Northwest Wind.",2
"Come On In and Enjoy The Great Weather With Our New Outdoor Seating(more tables available) While Enjoying The Best... {link}",3
"This day in history.On this day in 1934, a massive storm sends millions of tons of topsoil flying from across... {link}",2
"#weather Forecast for Tuesday Night {link}",2
"#WEATHER:  9:53 am : 57.0F. Feels 56F. 29.84% Humidity. 6.9MPH Northeast Wind.",2
"Gasoline Alley Cam must have had its espresso this a.m. It's on, but it looks like a Festival of Crappy Weather in London ... er .. Indy.",1
"#youwerecooluntil you started saying stuff about me. grow up!! ughh it's rainy out today & i have itchy bug bites. babysitting.",1
"Can it be true? An extended run of partly sunny, highs in the sixties and seventies, starting Wednesday. That would be nice! #almostsummer",3
"I don't like snow. Cold weather in general.",1
"Severe T'storm Warning for E Mills until 4:15. Storm east of Goldthwaite capable of producing golf ball-size hail. #txwx NP",2
"Happy Saturday enjoy its some nice weather today",3
"IT IZ HOT AF OUTSIDE",1
"NM Wineries Lose Plants After Cold Weather {link}",2
"Need sunlight!  very windy n cold in Vegas 4 Mothers Day!  Was going to Tony Romas but will just order n a catchfish Poboy & peach cobbler!",1
"From BC; beautiful round 3 weather here in North Carolina #BMWCharityProAm {link}",3
"Svr T'Storm WatchUntil 8pm; Strongest Storms in East Middle Tennessee. Nashville only scatterred light to moderate showers SO FAR.",2
"#itshardwhen you want to garden and weather is so bad that you cannot!",1
"this thunderstorm s crazy! Love watching it though hasn't stopped lighting...",3
"Seriously, its almost June - - is it too much to ask for weather above 50??",1
"EXAMS ARE OVER! Time to enjoy the sunshine! {link}",3
"Extreme Weather - Europe - Ireland: EDIS Number: ST-20110523-30848-IRLDate / time: 23/05/2011 13:53:03 [UTC]Even... {link}",2
"My head hurts. Let's hope this Rum & Coke kicks in soon. I blame this crappy weather.",1
"When I stepped outside today I started getting a headache because it was so hot, and I never get headaches",1
"@mention @mention Can they call a match due to weather? or will they have to finish?",2
"* SEVERE THUNDERSTORM WARNING FOR...  PRATT COUNTY IN SOUTH CENTRAL KANSAS...",2
"RT ""@mention: what is this weather doing? not a fan. not at all.""",1
"The unsettled weather will continue to ease out through Thursday with the return of East-Southeast winds. (NWS)",2
"Rainy, Sexy, & Cool.",3
"@mention Ain't this sun and warmth great?  Over 80 degrees and I have A/C off and windows open.  House kittehs in heaven.",3
"Another day of 90 degrees for #NOLA !  Airport hit 90, Audubon 91, Slidell 89, Reserve 94, Baton Rouge 92",2
"Cannot sleep so windy & cold.. Plus I'm itchy and rashy. Broke out like I'm 14 again um what?",1
"Weather is Beautiful today in LA, and I have nothing to do. Someday help I'm Bored. Let me know something LA followers",3
"Its so hot outside as soon as i put my frozen lemonade in the drink holder in the car from mcdonalds the shit melted -_-",1
"A gorgeous, but cool day with plenty of sunshine, lower 60's and a cool north breeze. Tonight: chilly, upper 30's & patchy frost in valleys.",3
"Nothing like a little jmay and a nice walk n awesome weather :)",3
"Glad the weather turned out to be a blue-eyed #Indiana day for the President's visit. #Imtiredofrain #wx",3
"Done with this crappy weather",1
"Ahhh an actual thunderstorm! This is so great.",3
"My body hurts, this rainy shitty weather needs to go away. Cant wait to go pick up some much needed green this afternoon :)",1
"I am sitting at a soccer game freezing my a** off!",1
"FORECAST: Will we reach 100 degrees today? {link}",2
"Isolated thunderstorms today, high 89 (32 C).",2
"88 degrees feels so nice!!! Yay Florida!",3
"Gardner WX 05/12/11 9:00 PM | 70F, 67&#x25; Humidity, Feels Like 75F | Alerts: NO CURRENT ADVISORIES | {link}",2
"Hates this weather",1
"Pea sized hail and downpours but nothing severe in these cells tonight - air is just very cold above us - not building thunderstorms",2
"Damn! I was going for a run this evening but in 90 degrees? Whoo LAWD",1
"RT @mention: We finally get some nice weather n ppl r complaining ""its too hott""...u jus cnt plz ne one nowadays...",3
"RT @mention: Sun is shining, weather is sweet. doon@mention 05.25.11 {link}",3
"Love me some summer weather. Brings out the long legs and short skirts!",3
"#WEATHER:  10:53 am: 50.0F. Feels 44F. 29.99% Humidity. 16.1MPH Northwest Wind.",2
"@mention @mention it's done raining, just a touch windy now!",2
"High tomorrow is 52 degrees. #wtf",1
"#WEATHER:  10:52 am: 70.0F. Feels F. 29.79% Humidity. 10.4MPH South Wind.",2
"RT @mention: wonderful sunny day ..and i spend most of it in the practice room ..is that why some call us drummers crazy? - nevermind. ...",3
"See, I'm not MAD at Lebron James for leaving Ohio, I'm just MAD the nicca didn't take me with him! Ohio weather #sucks",1
"Arkansas weather is quite unpredictable at times. This cool sensation is nuts.",1
"Cloudy and 90 degrees in Houston @ IAH George Bush Intercontinental {link}",2
"thunderstorms are awesome. only one thing is better.",3
"Happy Kentucky Derby Day. Weather forecast is iffy, looking like afternoon rain possible. Handicap accordingly. Derby picks to come later.",2
"Lungs are on fire after that run.  This cold weather has to go ASAP",1
"Anthem, AZ @mention:00 PM, Temp:83.1&#xB0;F, Wind:5.2 mph SSE, Baro:29.48 inches, Hum: 18, Rain:0.00 in., Hi:83.3&#xB0;F, Lo:56.5&#xB0;F@mention:51 AM",2
"@mention wow if you're still in bed then i give u props! U do realize it is 5pm and beautiful weather outside! #livelife #don'tbeadrag",3
"RT @mention: The weather has cleared up and is beautiful! Make it even better with some yogurt today!! Come get some!",3
"@mention awesome. i'm about to go for a run myself. not liking the cold weather, though.",1
"Tryna ride north but this damn #rain! Skoolboy..=)-",1
"Weather: A very active forecast.  Severe threat increasing.:  We'll see mostly cloudy conditions tonight with st... {link}",2
"68.0F (Feels: 68.0F) - Humidity: 43% - Wind: 10.7mph N - Gust: 13.0mph - Pressure: 1011.0mb (+0.3)  #weather {link}",2
"Oh my god its so fckning hot outside",1
"Weather Washington DC may turn into severe tornado | The News Leads {link}",2
"Severe weather next week.... #giggity",2
"Highest reflectivities and strongest part of storm in southern Boone. Might skirt past #como #mizzou if the storm trajectory doesn't change.",2
"RT @mention: Severe Thunderstorm Warning for Frederick, Howard, and Montgomery County until 8:00pm. {link}",2
"Accidents: McCrory Ln @ 40, Lombardy Ave @ Hillsboro Pk Weather: 40% chance of rain w/ high of 68. Right now it's 53 degrees.",2
"RT @mention: RT @mention: All three OU campuses closed due to possible severe weather: {link}",2
"Went herping tonight. Good weather but only found one measly Nerodia floridana :(",3
"BULLETIN - EAS ACTIVATION REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE LOUISVILLE KY 443 PM EDT MON MAY 23 2011  THE NATI",2
"RT @mention: That Storm Got Me Wantin To Cuddle....",3
"#WEATHER: 8:53 am E: 51.0F. Feels 50F. 30.30% Humidity. 4.6MPH Northwest Wind.",2
"Multi-Day Severe Weather Outbreak Possible From Sunday Through Wednesday Of Next Week Across Much Of The Central & S {link}",2
"@mention It was and have a day filled with Sunshine! :)",3
"#WEATHER: 1:54 am E: 50.0F. Feels F. 29.99% Humidity. 3.5MPH South Wind.",2
"Its hot outside...my GAWWDDD... BOUT TO SIT ON DA PORCH N THINK WEN I GET HOME...",1
"#WEATHER:  12:45 pm: 46.0F. Feels 39F. 29.81% Humidity. 17.3MPH North Wind.",2
"Outside: 62.0 F, Humidity: 80%, Wind: (284) 12 mph, Press: 29.46"", Rain: 0.00",2
"This weather sucks ass.... I'll just  pretend I'm already in MIA",1
"RT @mention: Sunny skies ahead for the New River Rendezvous!  Come check us out and see what its all about! {link}",3
"Temp is around 65 and headed up, sunny, it's Tulip Time up norte....another great day to spend outdoors....{link}",3
"RT @mention: It's a Beautiful Sunny Mother's Day here en Nueva York. Hope all that all of you who can are  with your Mother/Grand/Great ...",3
"This where I pull over and go have dinner to wait the storm and traffic out. Cause fuck this shit.",1
"#WEATHER:  12:53 pm: 81.0F. Feels F. 29.73% Humidity. 18.4MPH South Wind.",2
"this weather is makin me just wanna bum around on my day off.....watch movies on the big screen tv enjoy the rare silence in the house :-)",3
"Mommy, why is the sky angry at Chicago? {link}",1
"I love the rain but I love the sunshine more!",3
"@mention shhhhhhh LOL I wish he was there but I wouldn't be able to see it anyway... weather keeps knocking out our dish signal :o(",1
"RT @mention: Severe Thunderstorm Warning for Smyth and Tazewell County in VA until 8:00pm EDT. #vawx",2
"Too hot outside",1
"RT @mention: This fuggin' New York weather IS NOT the bee's knees. FUCK!",1
"@mention Thanks!! It's 75 sunny and beautiful! Hope you have a great day!!",3
"Topping up my tan in this gorgeous weather! #sunny",3
"This weather is amazing. #Jacksonville",3
"I don't like this humidity. My joints are all hurting really bad!",1
"Watch Special KCRA.com Preview Of Weekend Rain, Snow {link} #sacramento",2
"Lovely, lovely day. So warm out, sitting in the park with great people, barbecues. Hoo rah.",3
"RT @mention: Love driving in warmer weather with sunroof open and windows down at night",3
"Welcome to summer. It's 75 degrees outside #sohappy",3
"Severe Thunderstorm Warning for Goodhue County in MN until 2:45pm CDT. #mnwx",2
"@mention  this week seems never ending! It's gloomy and rainy here, that's probably why",1
"Ready to enjoy a hot sunny day!",3
"#WEATHER:  11:53 pm: 53.0F. Feels 52F. 29.89% Humidity. 4.6MPH South Wind.",2
"Hempin' and watching Castle is a nice relaxing time!  Now that the weather is nice can't wait for camping and bonfires!! =^_^=",3
"{link}  Severe T-Storm Warning for Camden Co. until 6:15, Benton Co. until 6:30 .Half dollar size hail and dmg.wind poss.",2
"And this why I hate my real hair! As soon as humidity hits it, #POOF!",1
"I hate thunder storms!!!",1
"@mention agreed! We seem to win more, when we have thunderstorms. #thunderup",2
"@mention @mention Well its rainy and 7:30 pm EST but ok lol",2
"Wearing a wrap dress on a windy day. Chances are high for a re-creation of ""The Seven Year Itch"" on @mention News at 10",2
"#WEATHER: 5:56 pm E: 82.0F. Feels F. 29.87% Humidity. 10.4MPH Southeast Wind.",2
"Hey whrre u been at RT @mention: @mention heeeeeeeeeeyyyyyyyyyyyyy Sunny!!!!! =)",3
"Hit the trails this weekend awesome loving the weather !!",3
"@mention I love it up here its sunny!!",3
"This is Definitely Sex Weather.",3
"I am freezing cold.... Dammit #tacoma",1
"I don't want to walk to the bus stop for at least another 5minutes it's windy and it takes ages for the bus to actually come",1
"Must it be so hot outside /:&lt; FUCK",1
"Good morning Seattle!! It's a beautiful sunny day and I love it!!!",3
"RT @mention: It better not be windy tomorrow !",1
"impatiently waiting for the sunshine.",1
"RT @mention: Greyson LOVES cold weather!! #greysonfacts",3
"A beautiful day in NYC. 55 degrees, sunny and dry. :)",3
"Sitting on a bench in downtown austin drinking coffee and ppl watching. Weather is amazing. Life is grand.",3
"I loved how hot I was today ....I hope tomorrow it's at least 10 degrees hotter !!!!!",3
"The weather is fucking beautiful #gettingatan",3
"@mention Ohh. Lol. It's fifty cold degrees here in Milwaukee -_-",1
"Tonight and tomorrow, partly cloudy. Lows around 56. Highs around 76. Chance of storms. #Richmond #weather",2
"wow RT @mention: Just In: Tornado spotted in Bedford, Texas, between Fort Worth and Dallas, according to the National Weather Service.",2
"i get so upset when i look at the weather for Saturday =\",1
"@mention More like the weather gods trying to stress me out. I hate having to decide whether to cancel or not!",1
"A Few Clouds and Windy and 69 F at Safford Municipal, AZ Winds are from the Northwest at 38.0 gusting to 46.0 MPH (33 g {link}",2
"So proud of #Southlake & @mention! #relayforlife was not thwarted by weather...we celebrated, remembered, fought back & broke records!",2
"Ok ok weather starting to get niiiice (fabolous voice) hitting the gym hard starting monday!",3
"#WEATHER:  1:54 pm : 55.0F. Feels 51F. 29.69% Humidity. 15.0MPH East Wind.",2
"good weather puts me in such a great mood.. so don't ruin it.",3
"Hot weather = hot-mess attitudes!! LORD!! :O",1
"The fams an hour away! Soon ill be on my way home. Yayyy. Oh and this weather sucks.",1
